	id	sentence1	sentence2	avg
1070	Oscar2_385	El descriu com un vi de color vibrant, amb aromes de fruites negres i tocs de regalèssia.	Al nas és intens, expressiu i potent, amb aromes foscos de sotabosc i fruita negra madura, pruna, especiat, clau, regalèssia, i amb agradables tocs mentolats.	1.33
1071	ACN2_352	L'home, amb nombrosos antecedents, ha ingressat en presó preventiva	L'arrestat, amb nombrosos antecedents policials, ha ingressat a presó	4.0
1072	Viqui2_718	Tradicionalment s'utilitzava per a abaixar la febre en processos gripals i contra les angines inflamatòries.	Tradicionalment s'ha utilitzat per al tractament d'artràlgies, artritis, gota, oligúria, retenció urinària, edemes, restrenyiment i febre.	1.75
1073	ACN2_884	Almenys una quinzena de parcs de bombers voluntaris de Lleida estan tancats per falta de personal	Cinc parcs de bombers voluntaris de la Regió Centre tanquen per falta de material	2.67
1074	ACN2_547	El PSOE ha votat amb PP i Vox contra el criteri de Podem, que reclama que el Congrés ivestigui els fets	PP, Vox, ERC i JxCat s'abstindran mentre que Cs votarà a favor amb PSOE i Unides Podem	1.5
1075	ACN2_397	El laborista Jeremy Corbyn anuncia una moció de censura contra May per endarrerir la votació de l’acord del Brexit	Westminster votarà dimecres una moció de censura contra el govern de Theresa May	2.5
1076	ACN2_970	La protesta ha començat a les deu de la nit a diversos punts de Catalunya	La protesta, convocada pels CDRs de la zona, ha començat a les set del matí	2.0
1077	Oscar2_100	Si voleu podeu exercir els drets d'accés, rectificació, cancel·lació i oposició previstos a la llei, adreceu-vos per correu electrònic a [EMAIL]	Podrà exercir els drets d'accés, oposició, rectificació i cancel·lació enviant un mail a: [EMAIL]	4.67
1079	ACN2_1029	L'home va ser traslladat a l'hospital de Figueres per part dels Serveis d'Emergències Mèdiques per tal d'avaluar el seu estat de salut.	L'home ha estat traslladat pel Sistema d'Emergències Mèdiques a l'hospital Vall d'Hebron	2.75
1080	Viqui2_78	L'eix va d'oest a est en línia recta.	També l'equador és una línia recta, perpendicular al meridià central.	1.5
1081	Viqui2_31	Membre fundador del POUM, en fou secretari general del comitè provincial.	Fou secretari general del comitè provincial i membre del comitè central.	2.75
1082	Viqui2_858	L'element destacable és la façana principal.	L'element destacable de la construcció és la façana principal.	4.25
1083	ACN2_121	Localitzen amb vida l'espeleòleg submarí atrapat dos dies en una cova submarina a Manacor	Rescatat l'espeleòleg atrapat dos dies en una cova de Manacor	3.75
1084	ACN2_527	Instal·lat el nou refugi provisional pel pastor d'Estanilles, al Parc Natural de l'Alt Pirineu	Presentació de l'ampliació del Parc Natural de l'Alt Pirineu	1.5
1085	TE2_203	Una edició especial que tindrà lloc del 4 al 7 d'abril.	La 19a edició del certamen tindrà lloc del 4 al 14 de maig	2.67
1086	Oscar2_45	La reutilització de l'aigua és fonamental des del punt de vista mediambiental.	La gestió de l'aigua, en aquest punt, esdevé fonamental.	2.0
1087	Viqui2_802	Avui el govern federal reconeix dues tribus del poble: la tribu Ponca de Nebraska i tribu Ponca d'Oklahoma.	La tribu Ponca de Nebraska és una de les tribus reconegudes federalment del ponca.	3.0
1088	Viqui2_219	El més espectacular d'aquest arbre és la seva floració a principis de primavera.	La floració és des de finals de primavera a principis de tardor.	1.75
1089	ACN2_272	Per la seva banda, el conductor del tractor ha quedat il·lès.	Per la seva banda, el conductor del camió ha resultat il·lès.	3.25
1090	Oscar2_510	The Bears' és una sèrie de fotografies que retrata les dones que formen part de l'equip de rugbi de la prestigiosa Universitat de Brown.	The Bears' retrata a les dones que formen part de l'equip de rugby de la prestigiosa Universtitat de Brown.	4.0
1091	ACN2_1054	Grècia farà tests de covid-19 aleatoris als passatgers que arribin des de les regions més afectades per la pandèmia.	Grècia ja ha aixecat restriccions a passatgers internacionals però aplica tests aleatoris als aeroports	2.5
1092	Viqui2_112	El 2008 van obtenir el premi neerlandès Gouden Harp.	El 2009 va rebre el premi Gouden Harp.	3.0
1093	ACN2_1164	Destrueixen dos projectils d'artilleria de la Guerra Civil localitzats en un polígon de Tàrrega	Troben set projectils de la Guerra Civil a Capmany i Espolla	1.75
1094	ACN2_398	El trànsit a l'àrea de metropolitana de Barcelona puja fins a un 4,5% respecte a diumenge passat	El trànsit de l'àrea metropolitana de Barcelona puja fins a un 16,3% en comparació amb diumenge passat	3.0
1095	Viqui2_314	Són generalment termòfils, de colors molt variats i sovint molt vistosos.	Alguns tenen colors atractius: foscos, brillants i sovint predominen colors metàl·lics.	1.5
1096	Oscar2_275	Els dos equips estan situats per zona dels perpetuencs a la classificació.	Els dos equips queden empatats a punts a la classificació.	1.5
1097	ACN2_356	El govern espanyol aprovarà l'ingrés mínim vital aquest divendres en un Consell de Ministres extraordinari	El govern espanyol aprovarà l'ingrés mínim vital la setmana que ve i començarà a abonar-lo al juny	3.0
1098	ACN2_96	El govern espanyol vol modificar-la per evitar el veto del PP al Senat al sostre de despesa	El govern espanyol i Podem pacten eliminar el veto del PP al Senat al sostre de despesa	2.25
1100	ACN2_673	Presentarà els pressupostos “quan es canalitzi la situació a Catalunya”	“Convidem la monarquina a no trepitjar Catalunya”	0.75
1101	Viqui2_903	També ha estat present en diversos programes de televisió.	També ha col·laborat en programes de televisió	3.75
1102	ACN2_764	La Policia Local aixeca tretze actes per denunciar administrativament establiments sense llicència o assegurança	La Policia Local de Llagostera aixeca dotze denúncies per tinença de substàncies estupefaents en una rave il·legal	1.5
1103	Viqui2_29	És llicenciada en Comunicació Audiovisual i màster en Periodisme esportiu.	És llicenciat en Comunicació Audiovisual, i en Sociologia per la Universitat de Salamanca.	2.5
1104	Oscar2_375	No és la meva intenció fer aquesta disquisició.	La meva intenció no és convèncer-vos de res.	1.33
1105	Viqui2_572	És part de la xarxa de coves decorades de la franja Pirineus-cantàbrica.	Forma part de la xarxa de coves ornamentades de la cadena pirinencocantàbrica.	4.75
1106	Viqui2_321	També va col·laborar amb Las Madres del Cordero (una banda de Moncho Alpuente), Hilario Camacho, L'Ham de Foc i L'Albera.	Va col·laborar amb moltes formacions musicals i cantautors com Las Madres del Cordero de Moncho Alpuente, Hilario Camacho, L'am de Foc, o L'Albera.	3.5
1107	ACN2_407	Una setantena de vins de la DO Empordà obtenen l'excel·lent a la Guia Peñín 2016	Més de 80 vins de la DO Empordà assoleixen la qualificació excel·lent a la Guía Peñín de 2018	3.0
1108	Viqui2_329	Ànimes del silenci va ser certificat quatre vegades amb disc de platí per la Recording Industry Association of Amèrica.	L'àlbum és certificat or per la Recording Industry Association of America (RIAA).	2.5
1109	Oscar2_473	La mostra es divideix per la llengua familiar (català, castellà, francès, portuguès, bilingüe).	Es parla català, castellà, francès, anglès i portuguès.	2.0
1110	Viqui2_606	En octubre de 2014, va participar en el Sínode extraordinari de bisbes sobre la família.	En octubre de 2015 va participar en el Sínode de la família.	3.0
1111	ACN2_336	Joan Mateo substituirà Antoni Llobet com a secretari de Polítiques Educatives del Departament d’Ensenyament	El Govern nomena Joan Mateo nou secretari de Polítiques Educatives d'Ensenyament	3.25
1112	Viqui2_343	Descansa el pes sobre la cama dreta mentre l'esquerra va cap enrere, en una suau i llarga ondulació.	Tot el pes del cos descansa sobre la cama dreta.	3.0
1113	ACN2_692	Detinguda a Lleida una dona que robava joies en els domicilis on treballava	Detenen a Lleida tres homes acusats de robar en una casa unifamiliar i en una botiga de mòbils	1.33
1114	ACN2_603	Els allotjaments de Sitges adverteixen que la “falta de control” sobre els pisos turístics il·legals derivarà en un “caos”	Apartur augura un “descontrol” dels pisos turístics	2.75
1115	Viqui2_423	Tornà a ocupar el càrrec d'alcalde.	Accedí al càrrec de tinent d'alcalde.	2.5
1116	Viqui2_500	Va ser aprovada com a espècie vàlida per l'Associació Mineralògica Internacional l'any 1977.	Va ser aprovada com a espècie vàlida per l'Associació Mineralògica Internacional l'any 1983.	3.0
1117	ACN2_1053	Acumulació de brutícia, desperfectes i guinguetes malmeses a la platja de Llevant de Salou, un dels punts afectats pels forts vents i onades	El temporal esborra les platges de l'Estartit i l'aigua del mar inunda baixos i carrers	1.5
1118	Viqui2_535	El seu parament és de cabirons vistos i petit aparell pissarrós lligat amb morter.	El parament de la façana en els dos pisos superiors és d'entramat de cabirons vistos, petit aparell pissarrós i morter.	3.0
1119	Oscar2_398	El tuit de l'Argelia no és una anècdota.	El que sembla una anècdota no ho és.	1.5
1120	ACN2_463	Mig centenar de persones es manifesten a la Puerta del Sol de Madrid per demanar l'alliberament dels set CDR empresonats	Desenes de persones es concentren a Madrid per reclamar la llibertat dels polítics empresonats	3.25
1121	Viqui2_578	S'especialitzà en sociolingüística, en planificació lingüística (l'estatut, l'ús i l'estandardització de les llengües), en lexicografia, dialèctica i romanística.	S'especialitzà en llengües ameríndies, sociolingüística, i revitalització lingüística.	2.75
1122	Viqui2_679	Shiogama (en japonès 塩竈市) és una ciutat de la prefectura de Miyagi, Japó.	"Mito, en japonès:水戸市 ""Mito-shi"", és una ciutat del Japó i la capital de la Prefectura d'Ibaraki."	2.5
1123	ACN2_733	La comèdia està protagonitzada per Oscar Martínez, Inma Cuesta, Mafalda Carbonell i Nacho López	La comèdia està protagonitzada per Javier Càmara, Griselda Siciliani, Belén Cuesta i Alberto San Juan	2.25
1124	Viqui2_714	"Aquest gènere sovint s'ha inclòs dins el gènere ""Altensteinia""."	"Aquest ocell s'ha inclòs tradicionalment al gènere ""Serinus""."	2.67
1125	Oscar2_274	Esperem tornar-vos a veure en una altre ocasió.	Esperem fer-ho en una altra ocasió.	2.0
1126	Oscar2_226	No sé si tothom n'és conscient del que ha aconseguit la Cobla Sant Jordi-Ciutat de Barcelona.	Com ja vaig dir en el seu moment, no sé si tothom n'és conscient del que ha aconseguit la Cobla Sant Jordi-Ciutat de Barcelona.	3.75
1127	Viqui2_333	La gran majoria dels grans musicòlegs i historiadors de la música han estat homes.	Musicòlegs i historiadors de la música.	2.0
1128	ACN2_266	El jutge de l'Audiència Nacional torna a dictar presó per als quatre CDR a qui es va anul·lar l'ordre d'empresonament	El jutge de l'Audiència Nacional torna a dictar presó per al cinquè CDR a qui es va anul·lar l'ordre d'empresonament	3.25
1129	Oscar2_349	Juanmi (Real Sociedad) després d? un llançament amb el cap des del centre de l'àrea a l'esquadra esquerra.	Adnan Januzaj (Real Sociedad) després del llançament amb la dreta des de fora de l'àrea.	2.0
1130	Viqui2_750	"El kaka (""Nestor meridionalis"") és un ocell de la família dels estrigòpids (""Strigopidae"") que habita els boscos de Nova Zelanda."	"El ptilinop de Leclancher (""Ramphiculus leclancheri"") és un ocell de la família dels colúmbids (""Columbidae"") que habita els boscos de Taiwan i les illes Filipines."	3.0
1131	TE2_55	La kolbeckita és un mineral de la classe dels fosfats que pertany al grup metavariscita.	La hidroxilclinohumita és un mineral de la classe dels silicats, que pertany al grup de la humita.	2.67
1132	Viqui2_727	Al primer pis hi ha tres balcons amb obertures d'arc escarser (el balcó de l'esquerra és cantoner).	Al primer pis hi ha dues obertures allindades; la de la dreta és un balcó amb barana de ferro.	2.0
1133	Oscar2_221	I que tampoc no s'hauria de tornar a repetir...	I no ho volen tornar a ser, o potser sí.	0.33
1134	Oscar2_351	Cert, des de la política s'ha generat molta frustració.	Però des de la ciutadanía també s'ha generat molta frustració als polítics.	1.75
1135	ACN2_866	El Suprem confirma set anys de presó per una dona que va robar a la seva exparella	El TSJC confirma quatre anys i mig de presó per l'acusat d'abusar de la filla de set anys de la seva parella a Lleida	1.5
1136	Oscar2_79	El COL·LEGI tampoc es responsabilitza de la qualitat, licitud, fiabilitat i utilitat de la informació, els Continguts i els serveis existents en els Enllaços.	El COL·LEGI no garanteix la veracitat, exactitud, exhaustivitat i actualitat dels Continguts ni dels serveis prestats a tercers a través del WEB.	2.0
1137	Oscar2_682	Gravació d'una cançó sota la supervisió d'un productor professional i un videoclip de gravació.	Gravació d'una maqueta sota la supervisió d'un productor professional i distribució en plataformes digitals de la gravació.	3.0
1138	Viqui2_632	La yaroshevskita és un mineral de la classe dels vanadats.	La yurmarinita és un mineral de la classe dels arsenats.	2.5
1139	ACN2_419	Ximo Puig es mostra contrari a l’expulsió del PSC però remarca que les decisions s’han d’acatar	Ximo Puig creu que el PSOE ha d’estar a l’oposició i respondre Rajoy que busqui suport a la dreta	1.0
1140	TE2_99	Després d'ella, Lippisch es va anar als Estats Units, on va treballar per Convair.	Després va marxar als Estats Units.	2.75
1141	Viqui2_16	El 1846 es constituí la Companyia de Dessecació del Prat de Sant Jordi.	Plànol de Sant Feliu de Llobregat el 1851.	0.5
1142	Viqui2_124	Totes estan resoltes a partir d'amplis arcs de mig punt dovellats.	Totes les obertures són arcs de mig punt.	3.25
1143	ACN2_513	El nombre d'empreses creades a Catalunya cau un 85,1% a l'abril	El nombre d'empreses creades a Catalunya al juliol cau un 4,4% respecte al 2018	2.75
1144	ACN2_147	Els preus pugen dues dècimes a l'agost a Lleida i situen la inflació anual en el 2,6%	Els preus pugen dues dècimes a l'agost i situen la inflació anual en el 2,2%	2.75
1145	Viqui2_367	Al cens del 1998 apareix amb 12.207 habitants; al cens del 1901 constava amb 7.121 habitants.	Al cens del 2001 tenia una població de 646.716 habitants; el 1901 consta amb 21.589 habitants.	3.0
1146	ACN2_905	Els treballadors del Parlament reben Forcadell al seu despatx amb aplaudiments	Els diputats independentistes reben Rigau amb aplaudiments al ple del Parlament	2.25
1147	Viqui2_426	El seu hàbitat natural són les sabanes.	El seu hàbitat natural són les sabanes montanes.	3.75
1148	Viqui2_551	Mentre els uigurs manats per Yulbars Khan i Khodja Niyaz Hadjdji, ocupaven la major part del sud de Sinkiang.	Mentre els uigurs manats per Yulbars Khan i Khodja Niyaz Hadjdji, ocupaven la major part del sud de Xinjiang.	4.67
1149	Oscar2_563	Aquestes han estat les frases més destacades del tècnic basc del CF Reus:	Aquestes han estat les frases més destacades del tècnic roig-i-negre:	3.33
1150	TE2_50	Els fets han tingut lloc cap a un quart d'onze del matí.	Els fets han tingut lloc cap a un quart de cinc de la tarda.	3.0
1151	ACN2_642	Recuperar la memòria històrica del ferrocarril	Antecedents de la memòria històrica a la ciutat	1.25
1152	Viqui2_249	Ha militat en nombrosos clubs al llarg de la seua carrera.	Al llarg de la seua carrera ha militat en nombrosos equips brasilers.	3.25
1153	Oscar2_569	A continuació podeu consultar els horaris dels partits dels equips federats del pròxim cap de setmana.	A continuació podeu consultar els resultats del cap de setmana dels equips federats.	2.75
1154	Viqui2_165	Posteriorment fou escollit senador per la província de Girona en 1879-1880 i 1880-1881.	Fou escollit senador per la província de Barcelona el 1879-1880, el 1884-1885 i el 1891-1892.	2.5
1155	Viqui2_676	La sèrie està produïda per la productora danesa SAM Productions.	La sèrie està produïda per World Productions, que forma part de ITV Studios.	3.0
1156	Viqui2_200	A l'oest hi ha una finestra al segon pis, davant de les escales abans esmentades.	A la façana oest hi ha una finestra que dóna al segon pis.	3.0
1157	Viqui2_241	Es troba des del Mar Roig i l'Àfrica Oriental fins a les Hawaii, les Illes Marqueses i les Illes de la Societat.	Es troba des del Mar Roig fins a les Hawaii, les Illes Marqueses, les Illes de la Societat i el sud del Japó.	3.0
1158	ACN2_485	Els conductors retiraran els cotxes de la Gran Via a partir de les sis del matí	Els cotxes queden aturats a la Gran Via	1.25
1159	ACN2_459	ERC, el PDeCAT i En Comú Podem presenten esmenes a la totalitat als Pressupostos Generals de l'Estat	En Comú, ERC i PDeCAT anuncien esmenes a la totalitat als comptes de Montoro	3.33
1160	Viqui2_670	La inversió de la quinta justa és la quarta justa, que té 2 tons i un semitò.	A més de la quinta justa també hi ha la quinta disminuïda, que té 3 tons, i la quinta augmentada, que té 4 tons.	1.75
1161	Viqui2_521	Però Juri acaba abandonant el duel final i és Ruka qui s'enfronta a Utena.	Juri desafia a Utena a un duel però Utena desafia a Touga també a un duel durant el qual ella guanya i Touga desapareix.	1.75
1162	Oscar2_347	Si tens algun dubte o consulta poseu-vos en contacte amb nosaltres omplint el formulari i us respondrem el més aviat possible.	Si tens algun dubte o consulta posa't en contacte amb nosaltres.	3.0
1163	ACN2_721	El sindicat exigeix que es reverteixin les retallades i es recuperin les condicions laborals perdudes	El sindicat CGT exigeix revertir les retallades i recuperar algunes de les condicions vigents el 2010	3.5
1164	ACN2_198	Regió sanitària de Barcelona: 288 casos més, 10 morts i 132 ingressats	Regió sanitària de Barcelona: 307 casos més, 4 morts i 132 ingressats (-11)	3.0
1165	ACN2_1137	Els transportistes xifren en 25 milions d'euros les pèrdues per la prohibició de circular als camions	Els transportistes xifren en 15 MEUR les pèrdues diàries pel tall a la Jonquera i alerten de desproveïment de productes	2.5
1166	ACN2_1145	Les obres del Museu Casteller de Catalunya a Valls encaren la recta final	Les obres del complex Sant Jordi a Tarragona encaren la recta final	2.75
1167	Oscar2_401	Per això cal una bona autoadministració, un lideratge efectiu, i actuar en conseqüència i amb integritat personal.	Per això cal una bona autoadministració, un lideratge efectiu, i actuar en...	3.0
1168	ACN2_894	Recorda a Sánchez que el PP té majoria absoluta al Senat	Cs recorda al govern de Rajoy que no té majoria absoluta	1.5
1169	TE2_74	El festival es farà el 15 de desembre, a les 19h, al Teatre Municipal.	El sorteig es farà el 13 de gener al migdia a la plaça del Teatre.	2.0
1170	Oscar2_507	Si vols utilitzar el teu propi material, t'oferim un descompte.	Si vols que fem una instal·lació amb el teu propi material, pots contactar-nos.	2.5
1171	TE2_149	"Bourg-Bruche (en alemany ""Burg"") és un municipi francès, situat a la regió del Gran Est, al departament del Baix Rin."	"Mothern (en alsacià ""Modere"") és un municipi francès, situat a la regió del Gran Est, al departament del Baix Rin."	2.75
1172	Oscar2_714	És una cosa que en tinc un record molt maco.	Jo vaig anar, però tinc un record molt borrós.	1.5
1173	Viqui2_130	La Llista Vermella de la UICN dóna aquesta espècie per extinta.	Aquesta espècie forma part de la Llista Vermella de la UICN.	2.25
1174	ACN2_1005	L'envelat als Jardinets de Gràcia serà l'espai catalitzador d'exposicions, conferències, concerts, tallers i representacions teatrals	El certamen acollirà fins dissabte desfilades, tallers, exposicions i debats.	1.5
1175	ACN2_1207	Nega que negociï amb ERC amb Maragall d'alcalde	BComú creu que Maragall no renuncia a un pacte amb JxCat i insisteix en un tripartit amb ERC i PSC	1.5
1176	ACN2_625	El Maresme és la comarca més implicada	El Maresme és la comarca de l'àrea metropolitana que més recicla i el Garraf la que menys	2.25
1177	Viqui2_649	La seva vida està envoltada de llegendes, i es diu que era fill d'una nimfa.	La seva vida està envoltada en la llegenda.	3.0
1178	ACN2_816	L'atropellament s'ha produït poc després de tres quarts de sis de la tarda a la carretera de Calaf	El sinistre ha tingut lloc a la carretera A-26 poc després de les sis de la tarda	3.0
1179	ACN2_595	Les entrades del 2020 seran vàlides per a la de l'any vinent, avança el festival	Les entrades d'aquesta edició seran vàlides per a la de l'any vinent, avança el festival	4.75
1180	Viqui2_303	Són àrees grans incloent-hi ciutats, regions rurals i muntanyoses.	Són més nombrosos en àrees urbanes que rurals.	1.5
1181	ACN2_399	El president del Govern critica l'actitud del govern espanyol per pressionar empreses perquè marxessin del Principat	El president de la Generalitat assegura que l'actitud del govern espanyol no dissuadeix el Govern sinó que l'esperona	2.0
1182	ACN2_1001	Les matriculacions de les comarques lleidatanes registren la xifra més gran en un mes des del desembre passat	Les matriculacions de les comarques tarragonines registren la xifra més gran en un mes des del març del 2010	2.75
1183	TE2_46	PP i C's han votat en contra i el PDECat s'ha abstingut.	El PP ha votat en contra, el PSOE s'ha abstingut i només el PNB hi havia votat a favor	2.25
1184	Oscar2_588	El Club es reserva el dret de modificar el nombre de sessions, els continguts i horaris d'activitats i els tècnics que les imparteixen.	El col·legi es reserva el dret de modificar horaris, dates, continguts i/o professorat dels cursos programats.	2.33
1185	Viqui2_545	Dromiquetes el va alliberar i li fou concedida la mà de la filla de Lisímac.	Seutes li va oferir la mà de la seva filla.	2.25
1186	Viqui2_391	"Si una alta proporció del solut és dissociat en ions, la solució és ""forta"", si la major part no ionitzada, és ""dèbil""."	Si el dissolvent conté molt de solut, la solució s'anomena concentrada	2.0
1187	ACN2_368	La plantilla de l'aigua de Viladrau d'Arbúcies convoca una vaga per falta d'acord en les negociacions salarials	Preacord per desconvocar la vaga de la plantilla d'aigua de Viladrau a Arbúcies	1.75
1188	Viqui2_340	Karl August Leopold Böhm (Graz, 28 d'agost de 1894 - Salzburg, 14 d'agost de 1981) fou un director d'orquestra austríac.	Bernhard Paumgartner (Viena, 14 de novembre de 1887 - Salzburg, 27 de juliol de 1971) fou un director d'orquestra, musicòleg i compositor austríac.	2.5
1189	ACN2_1014	Atrapen un lladre de 19 anys que ha comès prop d'una desena de robatoris a Olot en només quatre mesos	El lladre, que hauria assaltat 17 establiments, ja va ser detingut fa dos mesos per una trentena de robatoris	2.0
1190	ACN2_684	Centelles recorda els ferits en el final de la Festa del Pi	Diversos ferits per una explosió en un sarró dels trabucaries al campanar de Centelles durant la Festa del Pi	2.0
1191	Oscar2_95	Tenim Papa, però no sabem qui és.	Però com que som més papistes que el Papa!	0.0
1192	Oscar2_610	No has de descarregar res, ni instal·lar res, perquè Botons és un joc en flash.	No has de descarregar res, ni instal·lar res, perquè Sudoku tetris és un joc en flash.	2.75
1193	ACN2_389	El jove gairebé quadruplicava la taxa d'alcohol permesa	L'home gairebé sextuplicava la taxa d'alcohol permesa	2.75
1194	Viqui2_888	"Després del número 74, el 22 de febrer de 1942, ""Estilo"" canvià de títol, però no d'estil."	Després del número 74, de 22 de febrer del 1942, Estilo canvià de títol, però no d'estil.	5.0
1195	Oscar2_696	Vaig passar fa uns dies, venia del cal Dessmond, però no vaig gosar.	Fa uns quants dies hi vaig anar.	2.75
1196	ACN2_90	Regulacions intermitents a La Sagrera i a la Sagrada Família de la línia 5 en un altre dilluns de vaga al metro	Regulacions intermitents dels passatgers a Sagrera i Sagrada Família en el cinquè matí de vaga al metro	3.0
1197	ACN2_864	La Moncloa aposta per reprendre la taula de diàleg i demana a “generositat” a ERC per negociar els PGE sense “vetos”	ERC veu “avenços” per poder negociar els PGE però recorda a Sánchez que ha de complir amb la taula de diàleg	2.25
1198	Oscar2_354	En cas d'empat en partits d'eliminatòries, es procedirà al llançament de 3 penals per equip, per decidir l'equip guanyador.	En cas d'empat el guanyador es decidirà per una tanda de tres penals.	3.75
1199	Oscar2_391	D'aquí baixem per la mateixa pista a Josa, on enllacem amb la carretera local que va a Gósol.	Davallem per la mateixa pista i seguim la carretera fins al Fórnols.	3.0
1200	Oscar2_344	El pla té una durada d'un any i serà finançat amb 303 mil euros procedents de l'impost de turisme sostenible.	La iniciativa, que tindrà un cost de més de 300.000 euros, es finançarà amb doblers procedents de l'impost de turisme sostenible	3.0
1201	ACN2_814	Pedro Sánchez abandona abans d'hora la cimera de líders europeus per acompanyar la família de Pérez Rubalcaba	El president espanyol ha abandonat abans d'hora la cimera de líders europeus per acompanyar la família de l'exministre	4.75
1202	ACN2_1154	El grup parlamentari socialista no assistirà a la reunió de JxSí i la CUP per explicar la llei del referèndum	CSQP no descarta debatre en la reunió de grup el vot de Martínez Castells a favor del referèndum unilateral	1.25
1203	Viqui2_226	"Els sacerdots que es negaren a prestar el jurament a la Constitució civil del clergat eren anomenats "" Refractaris""."	"Els sacerdots que prengueren un jurament a la Constitució civil del clergat eren anomenats ""jurats"" o ""intrussos""."	2.0
1204	Viqui2_782	És considerada la millor novel·la de Pavese.	És considerada com una novel·la picaresca.	2.0
1205	ACN2_201	Els tècnics d'Adif solucionen la incidència que afectava el sistema de senyalització entre Vilassar i Mataró	La incidència afectava el sistema de senyalització entre Vilassar i el Masnou	2.5
1206	ACN2_844	Les exportacions el tercer trimestre a Girona se situen en més de 1.100 milions, el 5% més que l'any passat	Les exportacions el tercer trimestre a Tarragona se situen en més de 1.700 milions, l'1% menys que l'any passat	2.67
1207	Oscar2_542	Els cotitzants poden exercir el dret a vot el proper 20 de juny.	Els assegurats poden exercir el dret a vot el proper 20 de juny.	3.0
1208	ACN2_1209	Comencen les obres de millora de la carretera C-14 a Solivella	Comencen les obres de millora a les carreteres T-300 i T-363 a Marçà	2.75
1209	ACN2_414	Pronostiquen entre 10 i 11 diputats i coincideixen en situar En Comú-Podem com a segona força a Catalunya	En Comú-Podem guanyaria les eleccions a Catalunya amb entre 10 i 11 escons i DiL i C's empatarien amb 9, segons el CIS	2.5
1210	ACN2_821	Un detingut a la Jonquera per portar més de mitja tona d'haixix en una furgoneta robada	Un detingut per portar 18,4 quilos de marihuana al cotxe	3.0
1211	ACN2_1092	Morgane Ji, Vieux Farka Touré, El Petit de Cal Eril i Anna Ferrer, a la 30a edició del Festival Altaveu	Omara Portuondo, El Petit de Cal Eril i Judit Neddermann també actuaran al festival	2.0
1212	Viqui2_499	Viu a altituds d'entre 200 i 1.000 msnm a El Salvador, Guatemala, Hondures i Nicaragua.	Viu a altituds d'entre 500 i 3.200 msnm a El Salvador, Guatemala, Hondures i Mèxic.	2.75
1213	Viqui2_262	A Khan es va revoltar i fou derrotat i executat.	Aghatai Khan fou derrotat i va fugir.	2.5
1214	Oscar2_384	"La xarrada té per títol ""Si la resposta és l'estalvi, quin és la pregunta?""."	"Facutltat d'Economia - Dia mundial de l'estalvi - Conferència: ""Si la resposta és l'estalvi, quin és la pregunta?"	3.5
1215	Viqui2_633	És la capital de la unitat perifèrica de Magnèsia.	És la capital i el principal port de la unitat perifèrica de Messènia.	3.0
1216	ACN2_694	El debat es produirà tres dies abans del Congrés Federal del PSOE	La cúpula d'ERC es reunirà al Congrés el dia abans de la segona trobada amb el PSOE	1.5
1217	ACN2_968	Urtasun assegura que ECP “garantirà els drets parlamentaris” dels diputats presos	ERC demana “rigor i honestedat” per protegir les majories i els drets dels polítics presos i a l’“exili”	1.5
1218	Oscar2_616	També hi trobaràs serveis de restauració i allotjament.	També, a l'apartat de serveis, hi ha establiments de restauració.	3.0
1219	Viqui2_203	La seva carrera i les seves obres li han valgut molts premis i distincions.	La seva tasca li ha valgut nombrosos premis i distincions.	3.5
1220	ACN2_474	La Guàrdia Civil intervé 154.345 euros a la Duana de la Farga de Moles	La Guàrdia Civil comissa més de 30.000 euros i 17.000 dòlars a la duana de la Farga de Moles	3.0
1221	Oscar2_356	El 9 de setembre del 1932 l'Estatut de Catalunya fou aprovat definitivament.	El 30 de setembre de 2005 el Parlament de Catalunya va aprovar la reforma de l'Estatut d'autonomia de 1979.	1.5
1222	Oscar2_673	Escòcia va celebrar el seu primer referèndum d'independència el setembre de 2014.	Escòcia celebrarà un referèndum sobre la seva independència el 18 de setembre de 2014.	3.5
1223	ACN2_128	Troben al Brasil un cos que podria ser del jove barceloní que va desaparèixer al Brasil el 2015	Troben la motxilla del jove barceloní que va desaparèixer al Brasil el 2015	2.5
1224	Viqui2_184	Després de la seva mort, Chiang Kai-shek va esdevenir el líder del Guomindang.	Després de la mort de Sun el març de 1925, Chiang Kai-shek esdevingué al líder del KMT.	3.0
1225	ACN2_281	Club Editor publicarà tots els contes de Víctor Català en quatre llibres els propers dos anys	Club Editor publicarà els contes complets de Víctor Català en tres volums	2.75
1226	Viqui2_595	Els emperadors xinesos es creien descendents del Sol.	Els emperadors inques es creien descendents del Sol.	3.25
1227	Viqui2_92	Participà en els conclaves de 1667, 1676, 1689 i 1691.	Va participar en els conclaves de 1657, 1667, 1669-70, 1676, 1689 i 1691.	3.0
1228	ACN2_647	El Museu Maricel de Sitges reivindica la modernitat de l’art rossellonès de principis del segle XX	El Museu d'Art Modern de Ceret explora els grans artistes del segle XX amb una exposició d'André Masson	1.5
1229	ACN2_1071	El TC tomba els recursos de Boya, Gabriel, Forcadell i Simó perquè el Suprem encara no ha resolt si és competent	El TC admet a tràmit el recurs d'empara de Forcadell i Simó perquè la causa que s'instrueix al Suprem passi al TSJC	1.75
